epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,445.259,0.60921,0.48857,1.14103,0.97097,0.95455,0.99276,0.8564,0.60667,0.38466,1.09562,0.0003169,0.0003169,0.0003169
140,448.336,0.60881,0.47641,1.13572,0.96592,0.96763,0.992,0.85192,0.60831,0.38875,1.0963,0.00031195,0.00031195,0.00031195
141,451.388,0.60202,0.4653,1.13104,0.95084,0.98016,0.99049,0.85242,0.6134,0.38545,1.09908,0.000307,0.000307,0.000307
142,454.389,0.59983,0.48188,1.10123,0.95933,0.97641,0.98554,0.85062,0.59815,0.39284,1.07604,0.00030205,0.00030205,0.00030205
143,457.522,0.59957,0.47161,1.12244,0.95449,0.99031,0.98996,0.86456,0.5836,0.367,1.06359,0.0002971,0.0002971,0.0002971
144,460.878,0.57687,0.45148,1.10386,0.97466,0.98853,0.99019,0.86726,0.57448,0.35328,1.04657,0.00029215,0.00029215,0.00029215
145,463.858,0.59215,0.4586,1.11683,0.97992,0.9591,0.98736,0.86859,0.56216,0.38065,1.03084,0.0002872,0.0002872,0.0002872
146,466.931,0.6137,0.4767,1.14086,0.95429,0.98067,0.98788,0.85927,0.59215,0.38716,1.05465,0.00028225,0.00028225,0.00028225
147,469.936,0.58417,0.44947,1.10228,0.95884,0.97488,0.98833,0.87008,0.56647,0.38142,1.03559,0.0002773,0.0002773,0.0002773
148,472.885,0.61204,0.46484,1.1356,0.9929,0.96183,0.99298,0.87058,0.55613,0.33968,1.03619,0.00027235,0.00027235,0.00027235
149,475.969,0.60531,0.46309,1.12544,0.96843,0.99045,0.99433,0.87381,0.54425,0.34702,1.01625,0.0002674,0.0002674,0.0002674
150,479.311,0.58498,0.46308,1.11115,0.90642,0.97753,0.98984,0.87646,0.55816,0.38374,1.02605,0.00026245,0.00026245,0.00026245
151,482.337,0.56396,0.44255,1.11522,0.9775,0.94773,0.9924,0.8895,0.54852,0.37688,1.0219,0.0002575,0.0002575,0.0002575
152,485.442,0.58158,0.48387,1.10935,0.98536,0.97476,0.99188,0.88102,0.55594,0.37405,1.03229,0.00025255,0.00025255,0.00025255
153,488.653,0.56699,0.43326,1.09334,0.97032,0.97402,0.99229,0.8808,0.56764,0.37357,1.04533,0.0002476,0.0002476,0.0002476
154,491.738,0.59844,0.46914,1.12243,0.96318,0.9478,0.99131,0.87047,0.55332,0.37688,1.02766,0.00024265,0.00024265,0.00024265
155,494.956,0.57231,0.45842,1.10138,0.94585,0.96709,0.99053,0.87111,0.54472,0.37576,1.02518,0.0002377,0.0002377,0.0002377
156,498.213,0.59007,0.46519,1.1259,0.9675,0.94925,0.99022,0.88013,0.53974,0.37364,1.01735,0.00023275,0.00023275,0.00023275
157,501.23,0.59739,0.46482,1.11331,0.95232,0.97436,0.99191,0.87032,0.55312,0.36216,1.02518,0.0002278,0.0002278,0.0002278
158,504.443,0.57309,0.42705,1.10738,0.95223,0.96676,0.99186,0.87462,0.55591,0.3785,1.03797,0.00022285,0.00022285,0.00022285
159,507.992,0.58847,0.45581,1.11947,0.96069,0.94894,0.99168,0.87936,0.53556,0.38878,1.0197,0.0002179,0.0002179,0.0002179
160,510.995,0.56625,0.43604,1.10181,0.96441,0.97384,0.99338,0.88273,0.52792,0.35958,0.99073,0.00021295,0.00021295,0.00021295
161,514.05,0.59453,0.49757,1.11599,0.96233,0.97714,0.992,0.89247,0.5135,0.35429,0.97214,0.000208,0.000208,0.000208
